Time	Position X	Position Y	Position Z	Rotation[0]	Rotation[1]	Rotation[2]	Rotation[3]	Rotation[4]	Rotation[5]	Rotation[6]	Rotation[7]	Rotation[8]
5.7	0.08618839	0.00554802	1.00188645	0.99733	0.04359	-0.05867	-0.04558	0.99842	-0.03299	0.05714	0.03557	0.99773
5.8	0.08866584	0.00083988	1.02008349	0.99882	0.03642	-0.032	-0.03759	0.99861	-0.03687	0.03061	0.03802	0.99881
5.9	0.08709999	-0.00401192	1.03404306	0.9995	0.03129	-0.00334	-0.03139	0.99877	-0.03846	0.00213	0.03855	0.99925
6	0.08266675	-0.00643914	1.03740797	0.99911	0.04132	0.00824	-0.041	0.99849	-0.03654	-0.00974	0.03617	0.9993
6.1	0.08084344	-0.01062469	1.03529736	0.99766	0.06799	-0.00684	-0.06815	0.99734	-0.0257	0.00508	0.02611	0.99965
6.2	0.08301474	-0.01614577	1.03008198	0.99648	0.07688	-0.03336	-0.07744	0.99687	-0.01566	0.03205	0.01819	0.99932
6.3	0.08773386	-0.01875177	1.02732629	0.99505	0.06323	-0.07666	-0.06398	0.99792	-0.00741	0.07603	0.01228	0.99703
6.4	0.0881007	-0.02001733	1.02573	0.99441	0.04986	-0.09308	-0.0514	0.99858	-0.01423	0.09224	0.01894	0.99556
6.5	0.08517253	-0.01930537	1.02887319	0.99557	0.05105	-0.07898	-0.05279	0.9984	-0.0202	0.07783	0.02428	0.99667
6.6	0.08612366	-0.01651494	1.04315402	0.99496	0.05615	-0.08308	-0.05917	0.99766	-0.03433	0.08095	0.03908	0.99595
6.7	0.09199234	-0.01538389	1.06735514	0.99399	0.06954	-0.08461	-0.07354	0.99627	-0.04515	0.08115	0.0511	0.99539
6.8	0.09493188	-0.01614338	1.09390442	0.99628	0.06626	-0.05502	-0.06888	0.9965	-0.04732	0.05169	0.05094	0.99736
6.9	0.09747896	-0.0174516	1.12561388	0.99718	0.05518	-0.05086	-0.05692	0.99782	-0.03328	0.04891	0.03608	0.99815
7	0.09933572	-0.01583149	1.15539527	0.9983	0.04483	-0.03721	-0.04604	0.99842	-0.03219	0.03571	0.03384	0.99879
7.1	0.10127517	-0.01219447	1.18463407	0.9984	0.04008	-0.03982	-0.04105	0.99888	-0.02364	0.03883	0.02523	0.99893
7.2	0.10415309	-0.01276947	1.2129027	0.99922	0.0254	-0.03025	-0.02553	0.99967	-0.00406	0.03014	0.00483	0.99953
7.3	0.11393154	-0.01329119	1.24175545	0.99889	-0.00367	-0.04686	0.00394	0.99998	0.00573	0.04684	-0.00591	0.99888
7.4	0.12566781	-0.01136316	1.26798174	0.99821	-0.01395	-0.05815	0.01421	0.99989	0.0041	0.05809	-0.00492	0.9983
7.5	0.13576722	-0.00592542	1.29302856	0.99782	-0.03728	-0.05446	0.03687	0.99928	-0.00847	0.05474	0.00644	0.99848
7.6	0.14248262	0.00101077	1.31362974	0.99761	-0.05899	-0.03588	0.05807	0.99798	-0.02594	0.03733	0.02379	0.99902
7.7	0.1484713	0.00588291	1.32967919	0.99754	-0.06521	-0.02573	0.06446	0.9975	-0.02892	0.02755	0.02719	0.99925
7.8	0.15776529	0.00816764	1.34400456	0.99737	-0.06739	-0.02657	0.06682	0.99753	-0.02181	0.02797	0.01998	0.99941
7.9	0.16985597	0.00862395	1.3571171	0.99657	-0.07103	-0.04257	0.07029	0.99735	-0.01862	0.04378	0.01557	0.99892
8	0.1817036	0.00723501	1.36676903	0.99604	-0.07737	-0.04368	0.07641	0.99681	-0.02325	0.04534	0.01982	0.99877
8.1	0.19733305	0.00454969	1.37763708	0.9958	-0.082	-0.04083	0.08071	0.99621	-0.03246	0.04333	0.02903	0.99864
8.2	0.21556839	0.00043026	1.38821925	0.9966	-0.07507	-0.03392	0.07383	0.9966	-0.03644	0.03654	0.03381	0.99876
8.3	0.2357909	-0.00325529	1.39359522	0.99801	-0.05998	-0.01936	0.05904	0.99718	-0.04629	0.02208	0.04506	0.99874
8.4	0.26359382	-0.0055247	1.4010904	0.99905	-0.03828	-0.02073	0.03697	0.99751	-0.05997	0.02298	0.05915	0.99798
8.5	0.29057542	-0.00621985	1.41223187	0.99967	-0.00951	-0.02371	0.0079	0.99772	-0.06709	0.0243	0.06688	0.99747
8.6	0.30589971	-0.00540273	1.42209444	0.99964	0.02603	0.00659	-0.02554	0.99751	-0.06576	-0.00829	0.06557	0.99781
8.7	0.31646317	0.00054268	1.42871595	0.99784	0.05087	0.04155	-0.04795	0.9965	-0.06847	-0.04489	0.06633	0.99679
8.8	0.33211118	0.00954328	1.43467798	0.99491	0.08463	0.05472	-0.08121	0.99477	-0.06187	-0.05967	0.05711	0.99658
8.9	0.35232052	0.0215873	1.44038833	0.99065	0.12293	0.05922	-0.11993	0.99143	-0.05182	-0.06508	0.04423	0.9969
9	0.37034009	0.03847044	1.44450188	0.98565	0.15457	0.06785	-0.15201	0.98751	-0.0415	-0.07342	0.03059	0.99683
9.1	0.38624774	0.05383631	1.44614717	0.97676	0.20292	0.06903	-0.20144	0.97911	-0.0278	-0.07323	0.01325	0.99723
9.2	0.40081028	0.06899888	1.44410276	0.96805	0.24021	0.07189	-0.23941	0.97072	-0.01971	-0.07452	0.00187	0.99722
9.3	0.41573315	0.08794435	1.44286792	0.95643	0.28114	0.07879	-0.28004	0.95966	-0.02497	-0.08263	0.00182	0.99658
9.4	0.43233794	0.10905415	1.44326803	0.93969	0.32996	0.09008	-0.32798	0.94398	-0.03632	-0.09701	0.00459	0.99527
9.5	0.4510909	0.13169116	1.44460996	0.91777	0.38579	0.09419	-0.38308	0.92257	-0.04604	-0.10466	0.00617	0.99449
9.6	0.46989054	0.15233268	1.44759256	0.88399	0.45695	0.09879	-0.45345	0.88948	-0.0567	-0.11378	0.00532	0.99349
9.7	0.48949579	0.17256415	1.45653957	0.84786	0.52264	0.08933	-0.51863	0.85251	-0.06516	-0.11021	0.00892	0.99387
9.8	0.50585927	0.19236353	1.46306119	0.80462	0.58845	0.07947	-0.58423	0.80846	-0.07119	-0.10614	0.01085	0.99429
9.9	0.51649585	0.21341109	1.46474986	0.75873	0.64716	0.07424	-0.64277	0.76229	-0.07589	-0.1057	0.00986	0.99435
10	0.52408638	0.23565106	1.46288229	0.70473	0.70644	0.06554	-0.70272	0.70775	-0.07259	-0.09766	0.0051	0.99521
10.1	0.52767393	0.25755701	1.45944592	0.65068	0.75706	0.05898	-0.75485	0.65331	-0.0582	-0.08259	-0.00665	0.99656
10.2	0.52371515	0.27913296	1.45557027	0.60255	0.79585	0.05963	-0.79462	0.60521	-0.04792	-0.07422	-0.01851	0.99707
10.3	0.51379048	0.30300933	1.45158695	0.5588	0.82647	0.06844	-0.82549	0.56224	-0.04958	-0.07945	-0.02879	0.99642
10.4	0.50458124	0.32849753	1.45002306	0.50365	0.86097	0.07115	-0.86094	0.50704	-0.04119	-0.07154	-0.04051	0.99661
10.5	0.49648814	0.35394578	1.45241786	0.45466	0.8875	0.07497	-0.88829	0.45799	-0.03459	-0.06503	-0.05087	0.99659
10.6	0.4832396	0.37971173	1.45481067	0.41999	0.90342	0.08625	-0.90454	0.42442	-0.04098	-0.07363	-0.0608	0.99543
10.7	0.46834285	0.40867602	1.45992953	0.38871	0.9169	0.09054	-0.91793	0.39386	-0.04773	-0.07942	-0.06455	0.99475
10.8	0.45478721	0.43916782	1.46776206	0.357	0.93139	0.07114	-0.93152	0.36064	-0.04702	-0.06945	-0.04948	0.99636
10.9	0.44231662	0.46488155	1.4731104	0.31435	0.94736	0.06082	-0.94757	0.317	-0.04024	-0.0574	-0.04498	0.99734
11	0.43112766	0.484287	1.47304534	0.26896	0.9606	0.0701	-0.96167	0.27186	-0.03572	-0.05337	-0.05781	0.9969
11.1	0.42241024	0.50062213	1.47044849	0.22521	0.97086	0.0819	-0.97279	0.22876	-0.03676	-0.05442	-0.07139	0.99596
11.2	0.41634216	0.51793919	1.47123934	0.18243	0.97984	0.08147	-0.98161	0.18624	-0.04184	-0.05617	-0.07234	0.9958
11.3	0.41245563	0.53433513	1.47799617	0.13397	0.98764	8.14E-02	-0.98939	0.13796	-0.04547	-0.05613	-0.07441	0.99565
11.4	0.41055099	0.54914805	1.48587517	0.07928	0.99309	0.08648	-0.99535	0.08363	-0.04789	-0.05479	-0.08228	0.9951
11.5	0.40933424	0.56543912	1.49473895	0.0309	0.99646	0.07813	-0.99775	0.03541	-0.05701	-0.05957	-0.07619	0.99531
11.6	0.4065208	0.58043881	1.50219363	-0.01719	0.99666	0.07984	-0.99763	-0.01178	-0.06784	-0.06667	-0.08081	0.9945
11.7	0.40278497	0.59254059	1.50341498	-0.0712	0.99316	0.09258	-0.99517	-0.06444	-0.07403	-0.06756	-0.0974	0.99295
11.8	0.39640869	0.60375563	1.49812134	-0.12134	0.98669	0.10823	-0.99041	-0.11309	-0.07943	-0.06613	-0.11683	0.99095
11.9	0.38653862	0.61516876	1.48981863	-0.17867	0.97673	0.11866	-0.9823	-0.17019	-0.07821	-0.05619	-0.13054	0.98985
12	0.37282501	0.63209925	1.48563988	-0.24151	0.96334	0.11679	-0.9695	-0.23435	-0.07177	-0.04177	-0.13056	0.99056
12.1	0.35207603	0.65567703	1.48383051	-0.29844	0.95013	0.0905	-0.95361	-0.2929	-0.06964	-0.03966	-0.10709	0.99346
12.2	0.32828977	0.6745112	1.47946206	-0.35449	0.93171	0.07907	-0.93438	-0.34974	-0.06802	-0.03572	-0.098	0.99455
12.3	0.30033867	0.68760126	1.47533354	-0.40517	0.91094	0.07757	-0.91373	-0.40066	-0.06756	-0.03047	-0.09826	0.99469
12.4	0.26907466	0.69830438	1.47253135	-0.46351	0.88113	0.09359	-0.88598	-0.45918	-0.06476	-0.01409	-0.11294	0.9935
12.5	0.23619981	0.71335177	1.47692506	-0.5213	0.84829	0.09296	-0.85336	-0.51874	-0.05185	0.00424	-0.10636	0.99432
12.6	0.20015476	0.73000246	1.48365155	-0.56056	0.82438	0.07859	-0.82811	-0.55843	-0.04896	0.00352	-0.09253	0.9957
12.7	0.16647606	0.74257112	1.48835027	-0.59401	0.80167	0.06697	-0.80446	-0.59182	-0.05091	-0.00117	-0.08412	0.99646
12.8	0.13822394	0.75028408	1.48991533	-0.61623	0.78395	0.0754	-0.78756	-0.61326	-0.06043	-0.00113	-0.09662	0.99532
12.9	0.1126749	0.75615463	1.49046461	-0.63914	0.76338	0.09356	-0.76908	-0.63507	-0.07211	0.00436	-0.11804	0.993
13	0.08773991	0.76559728	1.49057205	-0.66985	0.73532	0.10298	-0.74239	-0.66566	-0.07589	0.01274	-0.12728	0.99178
13.1	0.06058913	0.77967111	1.48928027	-0.70737	0.70102	0.09053	-0.70674	-0.70363	-0.07371	0.01203	-0.11613	0.99316
13.2	0.03342952	0.793743	1.4869557	-0.7553	0.6508	0.07739	-0.65526	-0.75212	-0.07033	0.01244	-0.10383	0.99452
13.3	0.01018234	0.80497048	1.48473035	-0.80394	0.58951	0.07844	-0.59429	-0.80132	-0.06866	0.02238	-0.10182	0.99455
13.4	-0.01174876	0.81195092	1.48305387	-0.84176	0.53358	0.08202	-0.53912	-0.83876	-0.07636	0.02805	-0.10849	0.9937
13.5	-0.02962162	0.81367319	1.4770573	-0.87651	0.4727	0.09108	-0.47982	-0.87312	-0.08618	0.03879	-0.11924	0.99211
13.6	-0.04475275	0.81233791	1.4649382	-0.90221	0.4162	0.11308	-0.42654	-0.89987	-0.09107	0.06385	-0.13039	0.9894
13.7	-0.06572752	0.81260928	1.4559254	-0.92557	0.35973	0.11799	-0.37072	-0.92441	-0.08969	0.07681	-0.12676	0.98896
13.8	-0.09280757	0.81459115	1.45163192	-0.94869	0.29811	0.10546	-0.30681	-0.94851	-0.07873	0.07656	-0.10704	0.9913
13.9	-0.12172301	0.81301492	1.44740759	-0.96453	0.24698	0.09313	-0.2537	-0.96483	-0.06884	0.07285	-0.09003	0.99327
14	-0.14957383	0.8046597	1.44218516	-0.97654	0.19177	0.09794	-0.19889	-0.97759	-0.06895	0.08252	-0.08681	0.9928
14.1	-0.18095357	0.79418406	1.43734666	-0.98506	0.13992	0.10039	-0.14686	-0.987	-0.06533	0.08994	-0.07909	0.9928
14.2	-0.21918554	0.78513663	1.43744979	-0.99135	0.09701	0.08839	-0.10227	-0.99312	-0.05705	0.08224	-0.06559	0.99445
14.3	-0.25830936	0.77489212	1.44003162	-0.99476	0.06335	0.08029	-0.06775	-0.99627	-0.05337	0.07661	-0.05853	0.99534
14.4	-0.29774943	0.7623664	1.44878773	-0.99709	0.04026	0.06481	-0.04432	-0.99707	-0.06237	0.06211	-0.06506	0.99595
14.5	-0.33308302	0.75019879	1.4628338	-0.99835	0.01831	0.05441	-0.02224	-0.99712	-0.07245	0.05293	-0.07354	0.99589
14.6	-0.36125103	0.73872263	1.47473093	-0.9979	-0.00713	0.06439	0.00203	-0.99688	-0.07891	0.06475	-0.07861	0.9948
14.7	-0.38504753	0.72955895	1.48280061	-0.99567	-0.04531	0.0812	0.03837	-0.99564	-0.08506	8.47E-02	-0.08158	0.99306
14.8	-0.40997591	0.72274912	1.48702738	-0.99214	-0.09083	0.08604	0.08366	-0.99298	-0.08359	0.09303	-0.07574	0.99278
14.9	-0.43650285	0.71784263	1.49038076	-0.98689	-0.14061	0.0792	0.13432	-0.98771	-0.07988	0.08946	-0.06819	0.99365
15	-0.45763808	0.71193002	1.49457712	-0.97694	-0.19507	0.08687	0.18799	-0.97862	-0.08341	0.10128	-0.06515	0.99272
15.1	-0.47689864	0.70260829	1.50192112	-0.9641	-0.25211	0.08333	0.24525	-0.96578	-0.08444	0.10177	-0.06097	0.99294
15.2	-0.493407	0.6914653	1.50586792	-0.94742	-0.30945	0.08143	0.30309	-0.94945	-0.0817	0.10259	-0.05272	0.99333
15.3	-0.50724626	0.67847716	1.50628762	-0.92626	-0.36495	0.09414	0.35899	-0.93036	-0.07455	0.11479	-0.03526	0.99276
15.4	-0.52446605	0.66179134	1.50626559	-0.90408	-0.41713	0.09295	0.41241	-0.90859	-0.06616	0.11206	-0.02148	0.99347
15.5	-0.54404649	0.64129862	1.50777004	-0.88383	-0.45925	0.08911	0.45541	-0.88821	-0.06069	0.10702	-0.01306	0.99417
15.6	-0.56070921	0.61679309	1.50978015	-0.86407	-0.49308	0.10125	0.48909	-0.86997	-0.06278	0.11904	-0.00472	0.99288
15.7	-0.57755385	0.59121737	1.51008909	-0.84091	-0.52635	0.12583	0.52298	-0.85015	-0.06114	0.13915	0.01439	0.99017
15.8	-0.60274306	0.56520949	1.51125255	-0.81607	-0.5634	0.1289	0.56242	-0.82549	-0.04735	0.13308	0.03386	0.99053
15.9	-0.63206713	0.53808746	1.51314438	-0.80507	-0.58159	0.11669	0.58161	-0.81261	-0.03743	0.11659	0.03774	0.99246
16	-0.65610594	0.51191291	1.50923549	-0.79994	-0.58832	0.1182	0.58825	-0.80773	-0.03924	0.11856	0.03814	0.99221
16.1	-0.67985835	0.48754755	1.49770914	-0.7867	-0.60706	0.11218	0.60671	-0.79386	-0.04113	0.11403	0.03571	0.99284
16.2	-0.70426524	0.46119021	1.48613103	-0.77831	-0.62076	0.09431	0.61907	-0.78376	-0.04983	0.10484	0.0196	0.9943
16.3	-0.72914603	0.43683442	1.48030647	-0.75984	-0.64406	0.08854	0.6419	-0.76483	-0.05478	0.103	0.01521	0.99456
16.4	-0.75559547	0.41389207	1.47964042	-0.73509	-0.67133	0.09463	0.66916	-0.74087	-0.05786	0.10895	0.02079	0.99383
16.5	-0.782417	0.38876179	1.48005364	-0.70823	-0.69836	0.10341	0.69478	-0.71547	-0.07341	0.12525	0.01985	0.99193
16.6	-0.80990952	0.3595821	1.48350699	-0.67517	-0.73204	0.09087	0.72606	-0.68126	-0.09344	0.13031	0.00289	0.99147
16.7	-0.83297835	0.33421453	1.48869862	-0.6298	-0.77161	0.08927	0.76495	-0.63608	-0.10125	0.13491	0.00452	0.99085
16.8	-0.85350079	0.30859539	1.4954518	-0.5859	-0.80585	0.08557	0.7998	-0.59202	-0.09912	0.13053	0.01037	0.99139
16.9	-0.87371642	0.28044712	1.50378809	-0.542	-0.83779	0.06588	0.83269	-0.54597	-0.09249	0.11346	0.00473	0.99353
17	-0.88874974	0.25593972	1.51132195	-0.50886	-0.85847	0.06397	0.85472	-0.51269	-0.08125	0.10255	0.01333	0.99464
17.1	-0.89317902	0.23828673	1.51874477	-0.4832	-0.8707	0.0917	0.86808	-0.49008	-0.07912	0.11383	0.04137	0.99264
17.2	-0.89201183	0.22208432	1.52477837	-0.45892	-0.8784	0.13346	0.87876	-0.47091	-0.07768	0.13108	0.08163	0.988
17.3	-0.89225401	0.19816497	1.52795646	-0.43539	-0.88709	0.15333	0.88992	-0.44982	-0.07547	0.13592	0.10359	0.98529
17.4	-0.8973231	0.15849654	1.53158125	-0.41634	-0.90026	0.12726	0.90126	-0.42711	-0.07286	0.11995	0.08435	0.98919
17.5	-0.90578093	0.11047242	1.53724894	-0.39454	-0.91574	0.07589	0.91405	-0.39958	-0.06957	0.09403	0.04192	0.99469
17.6	-0.91322288	0.07076833	1.54252905	-0.38755	-0.92011	0.0565	0.91844	-0.39066	-0.06212	0.07923	0.02782	0.99647
17.7	-0.91792628	0.0413217	1.54483432	-0.37466	-0.92483	0.0657	0.9238	-0.37839	-0.05839	0.07886	0.03882	0.99613
17.8	-0.91923947	0.01702302	1.5465552	-0.36321	-0.92855	0.0767	0.92744	-0.36819	-0.06557	0.08912	0.04732	0.9949
17.9	-0.92113617	-0.00599309	1.55138358	-0.3311	-0.93993	0.0831	0.93938	-0.33665	-0.06496	0.08904	0.05655	0.99442
18	-0.92550705	-0.02979291	1.56112128	-0.2799	-0.95673	0.07957	0.95661	-0.28493	-0.06094	0.08097	0.05906	0.99496
18.1	-0.9312185	-0.050814	1.57294872	-0.22619	-0.96901	0.09926	0.9705	-0.23292	-0.06233	0.08352	0.08223	0.99311
18.2	-0.93749327	-0.0701898	1.58402151	-0.17817	-0.9773	0.11461	0.98	-0.18673	-0.06879	0.08863	0.10006	0.99103
18.3	-0.94226659	-0.09354589	1.59595284	-0.11668	-0.9865	0.11488	0.98955	-0.12534	-0.07129	0.08472	0.10536	0.99082
18.4	-0.94302919	-0.11622524	1.6020779	-0.05647	-0.99154	0.11689	0.99539	-0.06501	-0.07057	0.07757	0.11236	0.99063
18.5	-0.93871291	-0.1385911	1.60037534	-0.01144	-0.99214	0.12462	0.9972	-0.02054	-0.07194	0.07394	0.12345	0.98959
18.6	-0.93120173	-0.16713116	1.59334558	0.03611	-0.99243	0.1174	0.99707	0.02784	-0.07127	0.06746	0.11963	0.99052
18.7	-0.92020321	-0.20181886	1.58337823	0.0822	-0.99162	0.09969	0.995	0.07597	-0.06477	0.05666	0.10451	0.99291
18.8	-0.90456391	-0.23589313	1.5755814	0.12874	-0.98648	0.1014	0.99064	0.12325	-0.05875	0.04546	0.10801	0.99311
18.9	-0.8866647	-0.27146964	1.57297357	0.17214	-0.97886	0.11045	0.9845	0.16714	-0.05312	0.03353	0.11788	0.99246
19	-0.86976324	-0.30990573	1.5776282	0.22066	-0.96997	0.10236	0.97511	0.21707	-0.04513	0.02156	0.10977	0.99372
19.1	-0.85576105	-0.34534545	1.57934173	0.2506	-0.96459	0.08225	0.96788	0.24789	-0.04189	0.02002	0.0901	0.99573
19.2	-0.84171147	-0.37381249	1.5750845	0.27239	-0.95885	0.08007	0.96183	0.26905	-0.05002	0.02642	0.09064	0.99553
19.3	-0.8276077	-0.40016211	1.57027352	0.289	-0.95459	0.07238	0.95644	0.28465	-0.06481	0.04126	8.80E-02	0.99527
19.4	-0.81774268	-0.42676277	1.5668741	0.31231	-0.94792	0.06254	0.94867	0.30774	-0.07295	0.0499	0.08211	0.99537
