2760553	11031339	4.576000214	4.046999931	-1.243000031	5.910999775	5.974999905	5.614999771	5.81099987	6.116000175	6.241000175	6.025000095	6.143000126
2760573	11031359	4.579999924	4.065999985	-1.243000031	5.960999966	5.962999821	5.583000183	5.862999916	6.109000206	6.270999908	5.987999916	6.102000237
2760593	11031379	4.593999863	4.051000118	-1.243000031	5.96999979	6.050000191	5.646999836	5.802000046	6.09800005	6.256999969	6.019999981	6.116000175
2760613	11031399	4.585999966	4.038000107	-1.243000031	5.986000061	6	5.743000031	5.809000015	6.077000141	6.230000019	5.994999886	6.118000031
2760633	11031419	4.592000008	4.043000221	-1.243000031	5.940999985	6.013000011	5.604000092	5.828999996	6.147999763	6.268000126	5.977000237	6.138999939
2760653	11031439	4.596000195	4.045000076	-1.243000031	5.96999979	6.039000034	5.636000156	5.84499979	6.105000019	6.272999763	5.998000145	6.145999908
2760673	11031459	4.578999996	4.035999775	-1.243000031	5.984000206	5.994999886	5.774000168	5.847000122	6.130000114	6.245999813	6.018000126	6.125
2760693	11031479	4.593999863	4.043000221	-1.243000031	5.994999886	6.015999794	5.625999928	5.803999901	6.09100008	6.268000126	6.001999855	6.15500021
2760713	11031499	4.574999809	4.022999763	-1.243000031	5.94299984	6.032000065	5.788000107	5.849999905	6.118000031	6.238999844	6.028999805	6.084000111
2760733	11031519	4.580999851	4.039999962	-1.243000031	5.96999979	5.998000145	5.622000217	5.852000237	6.140999794	6.248000145	5.984000206	6.126999855
2760753	11031539	4.592999935	4.02699995	-1.243000031	5.940999985	6.047999859	5.651000023	5.77699995	6.099999905	6.25	6.019999981	6.140999794
2760773	11031559	4.592000008	4.032999992	-1.243000031	5.979000092	6.035999775	5.671999931	5.859000206	6.09100008	6.262000084	6.013000011	6.138999939
2760793	11031579	4.599999905	4.050000191	-1.243000031	6.019999981	5.984000206	5.632999897	5.815000057	6.081999779	6.300000191	5.998000145	6.184000015
2760813	11031599	4.584000111	4.052999973	-1.243000031	5.953999996	5.993000031	5.678999901	5.881000042	6.133999825	6.25	5.979000092	6.140999794
2760833	11031619	4.584000111	4.046000004	-1.243000031	5.925000191	6.039000034	5.638000011	5.859000206	6.157000065	6.28399992	6.008999825	6.136000156
2760853	11031639	4.59800005	4.041999817	-1.243000031	5.977000237	6.02699995	5.631000042	5.785999775	6.079999924	6.297999859	5.979000092	6.168000221
2760873	11031659	4.586999893	4.041999817	-1.243000031	5.981999874	6.001999855	5.712999821	5.852000237	6.09800005	6.236999989	6	6.131999969
2760893	11031679	4.59100008	4.047999859	-1.243000031	5.981999874	6.02699995	5.644999981	5.854000092	6.125	6.315999985	6.013000011	6.15199995
2760913	11031699	4.599999905	4.047999859	-1.243000031	5.953999996	6.019999981	5.600999832	5.806000233	6.116000175	6.324999809	6.015999794	6.143000126
2760933	11031719	4.597000122	4.043000221	-1.243000031	5.94299984	6.008999825	5.644999981	5.815000057	6.102000237	6.230000019	6.032000065	6.111000061
2760953	11031739	4.610000134	4.051000118	-1.243000031	6.011000156	6.008999825	5.612999916	5.796999931	6.102000237	6.294000149	5.998000145	6.131999969
2760973	11031759	4.597000122	4.06099987	-1.243000031	5.956999779	5.97300005	5.624000072	5.861000061	6.077000141	6.263999939	6.028999805	6.102000237
2760993	11031779	4.597000122	4.047999859	-1.243000031	5.974999905	6.05700016	5.68599987	5.842999935	6.133999825	6.25	6.004000187	6.09800005
2761013	11031799	4.603000164	4.039999962	-1.243000031	5.959000111	6.047999859	5.639999866	5.809000015	6.099999905	6.304999828	5.962999821	6.109000206
2761033	11031819	4.59499979	4.061999798	-1.243000031	5.959000111	5.953999996	5.587999821	5.861000061	6.106999874	6.231999874	6.008999825	6.111000061
2761053	11031839	4.597000122	4.048999786	-1.243000031	5.974999905	6.039000034	5.681000233	5.822000027	6.09100008	6.248000145	6.001999855	6.133999825
2761073	11031859	4.609000206	4.059000015	-1.243000031	6.001999855	6.011000156	5.587999821	5.81799984	6.123000145	6.28000021	5.993000031	6.099999905
2761093	11031879	4.611999989	4.06099987	-1.243000031	5.967999935	6.035999775	5.592000008	5.84499979	6.089000225	6.255000114	6.03399992	6.123000145
