Time	Linear acceleration X	Linear acceleration Y	Linear acceleration Z	Angular velocity X	Angular velocity Y	Angular velocity Z
1718178556	0.301247841	0.2429924167	-10.33154481	0.0001616812347	8.41E-04	-0.001530935057
1718178556	0.3073197631	0.2426890682	-10.33775828	-0.0003394213764	5.38E-04	1.60E-03
1718178556	0.3027307731	0.2435169886	-10.35586209	-0.001055282458	1.13E-03	0.0006371326176
1718178556	0.3049075874	0.2520573101	-10.3388677	-2.90E-06	1.75E-03	-6.28E-03
1718178556	0.3078107249	0.2448448031	-10.34302248	-0.0005756161972	2.20E-03	-0.001742410854
1718178556	0.3006945363	0.2414253136	-10.33212816	-0.000463964859	4.37E-04	4.47E-04
1718178557	0.2982134418	0.2456294325	-10.3412771	0.0003659041272	3.18E-04	-2.25E-03
1718178557	0.3035287185	0.2476795334	-10.33204633	-0.002173138799	-0.0009649546791	0.001756796085
1718178557	0.2991927899	0.2478258465	-10.33902552	0.001443505872	3.08E-04	2.67E-03
1718178557	0.3033696372	0.2527156461	-10.34068557	-0.001159978434	-1.10E-03	-7.57E-04
1718178557	0.3098931938	0.2424881022	-10.34720065	-0.0009907161463	-0.00114148897	-7.67E-04
1718178557	0.2967351128	0.2432913814	-10.33237133	-0.0006256629498	-0.0003735936798	1.57E-04
1718178557	0.3100497726	0.2480762045	-10.33734795	0.002146646328	5.25E-05	6.59E-04
1718178557	0.3144314948	0.2547198621	-10.33601874	-0.001692440433	0.0004417478797	-2.26E-03
1718178557	0.2968297141	0.2445415641	-10.34284245	0.0008411842674	0.0001903004474	2.04E-03
1718178557	0.298093907	0.2383565188	-10.33136361	-0.0005567007314	-1.07E-03	-7.45E-04
1718178557	0.296088449	0.2427103119	-10.34397759	0.001068731812	0.002350915595	-2.02E-03
1718178557	0.3084336792	0.2455825976	-10.33826214	-0.000965409224	-2.99E-03	3.16E-03
1718178557	0.299143343	0.2521800414	-10.33650156	0.001101115162	0.0003077720865	9.44E-05
1718178557	0.3058799578	0.2486506617	-10.32749992	0.001192236623	-0.0008198804741	0.001048387433
1718178557	0.3009583931	0.2476652857	-10.33183941	0.001260467642	0.0007198965252	-3.26E-05
