Time	Linear acceleration X	Linear acceleration Y	Linear acceleration Z	Angular velocity X	Angular velocity Y	Angular velocity Z
1718170318	 0.2540999583510682	 0.30283596874102947	 -10.356839411973953	 -7.72568338032613e-05	 0.0002228750654823467	 -0.0005731666871376008
1718170318	 0.2567011172927916	 0.3012497589955106	 -10.355692580026387	 -0.0003703158005045831	 0.0002592076437689568	 0.0015560529057541362
1718170318	 0.2531887983229011	 0.30383113552452995	 -10.355475137883424	 -0.0013034018820153564	 -0.0009564953715222998	 0.0005728748187261417
1718170318	 0.2536537489535287	 0.30874570424146947	 -10.357558373898268	 1.5445342789094746e-05	 0.00047495735543584354	 4.08316365475883e-05
1718170318	 0.25085052810106423	 0.30631705232243983	 -10.352282479321955	 0.0004077572056766964	 0.0014292361134844377	 -0.00019257096129000735
1718170318	 0.25414122194321825	 0.31023356817904857	 -10.36607602687478	 0.0011286734173337762	 -0.00046890913194750267	 -0.0015647823004795768
1718170318	 0.256294728448987	 0.30366516784047703	 -10.36708023548126	 0.0006724376422348369	 0.000440787002579681	 0.0009867441611565975
1718170318	 0.25703970159739253	 0.3033030747961253	 -10.36185928596258	 -0.0010745469438282612	 -0.0013906608492730206	 0.0011025990156747314
1718170318	 0.25774127399548885	 0.3051574522248469	 -10.361957485640048	 -0.001054613027024423	 -0.003339884887230584	 0.0008751555008505133
1718170318	 0.25539516752706837	 0.30033863549996165	 -10.36540499574542	 -0.001546602324924908	 -0.0020704204940224613	 -0.0016881689724741722
1718170318	 0.2519562973858788	 0.30104254598561675	 -10.376273595762251	 0.0012130965341494264	 0.0003384549401655143	 0.001098550958802946
1718170318	 0.24833399696918204	 0.30145191223779694	 -10.367278972923755	 -0.0002800663035999904	 -0.00041820117290032854	 -0.0035667341972402946
1718170319	 0.24532146248128264	 0.30270516370190304	 -10.363158093601465	 0.00032675809738950707	 0.001491199991798528	 -0.0021160385709603773
1718170319	 0.24964498823620376	 0.300762961859256	 -10.369966604572534	 -0.00018139117878179448	 -0.0017035892993641116	 0.0016484982752049996
1718170319	 0.25374429504750295	 0.3097247053414583	 -10.367202985078096	 -0.0008185393358298294	 -0.0015805118557421823	 0.0012497818382395931
1718170319	 0.25507600030899047	 0.3137495404107496	 -10.362633192944527	 0.001564983207895796	 0.00029708904593537763	 0.0009579245449578719
1718170319	 0.25222139632916074	 0.30915991106554863	 -10.36195397850871	 -0.0009542022311784033	 -0.0008330354235865784	 0.0007210970283316773
1718170319	 0.2559435221248306	 0.3107338823840022	 -10.359017340534924	 0.0003554716682821312	 -0.0009335772318739193	 -0.002085242519927271
1718170319	 0.2553996427727863	 0.29708803620617835	 -10.365624775975942	 -0.00034508390962203356	 -0.0015605793693471328	 -0.0002569596263204829
1718170319	 0.24750569291887803	 0.30419839793434367	 -10.363215376746654	 0.0012095322155225186	 0.0015283230009780113	 0.001480751375746333
1718170319	 0.24961499495673922	 0.2993505377780646	 -10.354987646627425	 0.000956947640773828	 0.0011623181924879942	 0.00012891563271070046
1718170319	 0.25426700374735517	 0.30249026057589795	 -10.35499933706522	 0.001385102540794781	 0.0001734769545194124	 -0.00041361346180374673
1718170319	 0.25382490426935256	 0.30417260590596124	 -10.362653066688775	 -0.002132356544383755	 -0.0009733582656755591	 0.001872512124884184
1718170319	 0.25433334698183463	 0.3054997445901856	 -10.35537109298706	 0.0009863321384068946	 0.0009825483820680968	 -0.0010473440796721603
1718170319	 0.24513629690641536	 0.3058376713076606	 -10.364648624420166	 -0.0009309392979933847	 0.0005350554280316364	 -0.0015933274082280506
1718170319	 0.24595281918738035	 0.30432828965801745	 -10.36105849097371	 0.00021704054181609613	 -0.0002890959866431684	 -0.0023213565876608524
1718170319	 0.24941106988247483	 0.3037263782421127	 -10.35233041011691	 -0.00018314035741988358	 0.0011031198145109505	 -0.00030365036355805344
1718170319	 0.24730023347465319	 0.2970088152238168	 -10.351584560185671	 0.00020635356764485237	 -0.0029887627019631485	 -0.0010429021402348548
1718170319	 0.24952815692350266	 0.29930918285436925	 -10.351802002328634	 -0.00039946844187673127	 0.00038997878488014105	 0.0004497654834900846
1718170319	 0.25054244853258134	 0.29917567440150306	 -10.357342100799084	 -0.0011744666543297164	 -0.0008751543955346311	 0.0012127895164085242
1718170319	 0.24919519864208994	 0.26742252739127725	 -10.357045163679123	 0.00068892433887669	 0.002444095804622855	 -0.0016625373473537854
1718170320	 0.2457854449975304	 0.28342923921523616	 -10.36070310166478	 0.001905612824550077	 -0.00048607494767104225	 0.0013607786994186777
1718170320	 0.24332214189022777	 0.31208526046033946	 -10.361333216261864	 0.000312940348491469	 0.0005377864035020124	 0.0014716625583034617
1718170320	 0.2561532741516828	 0.31217286567855623	 -10.351802002328634	 0.0001937282757825156	 -0.0006161252440259903	 0.0018716800170806968
1718170320	 0.2546627615992911	 0.31004626544602215	 -10.352978060370683	 -0.00030081721138716335	 -0.003289548281810509	 -0.001345964865855112
1718170320	 0.24411163003379477	 0.3044758266362361	 -10.357336255580186	 0.0014557155809049864	 -0.0004815403242460925	 -0.0021924598509753426
1718170320	 0.25220784272784363	 0.30831363296713676	 -10.356438429957628	 0.0001918415178263941	 -0.002608585533232679	 -0.0015951445475382443
1718170320	 0.24797113673985002	 0.2988983370311558	 -10.358948366951942	 -4.0551959120123064e-05	 0.0003865872206237494	 4.091835508039819e-05
1718170320	 0.2515470772641711	 0.3092961411984637	 -10.36689552656412	 0.0007695628541119852	 0.0008683840106637827	 0.0015184739862825719
1718170320	 0.25010210262024773	 0.30594522333536295	 -10.359645117044447	 -0.0010275886388739928	 0.00045539072859777333	 0.002588501033394548
1718170320	 0.24623322529764843	 0.3039295178650878	 -10.357281310522556	 0.0009495016478246833	 -0.0009027980206533699	 0.0033132748624987835
1718170320	 0.244314112069644	 0.30677433110326524	 -10.353761319702864	 0.0009019591509174275	 0.0007283274846838099	 -0.0007513098626905156
1718170320	 0.2510297571254894	 0.3083110391512513	 -10.351584560185671	 -0.0010315878667912213	 -0.001348009700237021	 0.0004259605229020522
1718170320	 0.2438908634225838	 0.3040298547007143	 -10.352098939448595	 -0.0014710854533758362	 0.0009881003837439502	 -0.0010364748584175305
1718170320	 0.24811648176098242	 0.305792042067647	 -10.361091224199534	 0.0006674527976436701	 -0.0012441729453051013	 0.0022577000156011784
1718170320	 0.242394103792496	 0.3024756109960377	 -10.347730222845076	 -0.0015854273905256827	 -0.002004314151856537	 0.00150299254192621
1718170320	 0.25440803791955113	 0.3074590984970331	 -10.349638102293014	 0.0004817945468989785	 0.00023972186753673405	 0.0018319981366155405
1718170320	 0.25109918736619874	 0.31178017656654117	 -10.349238289320468	 1.5562002378593637e-05	 -4.405889884903295e-05	 0.001038163521011074
1718170320	 0.24619599855979904	 0.30630388231361283	 -10.353995128458738	 7.52338619193147e-05	 0.00019691759974177126	 -0.0028111948758361644
1718170320	 0.2589350320910103	 0.3027934082409367	 -10.353436325532197	 -0.0009198637727802876	 -0.0006079888187620129	 -0.0002842605547518307
1718170321	 0.2500302794930525	 0.3098596203001216	 -10.355872612768412	 0.0032326250340303417	 -0.0023424793042051938	 0.00041063453797358034
1718170321	 0.22138762918617574	 0.29974682535296304	 -10.368920310389996	 0.0008764032724442562	 0.008671192692203202	 -0.0028055905342023635
1718170321	 0.35250147853344677	 0.28682843493316323	 -10.367130504363775	 -0.0009855588074009034	 -0.012259888085612293	 -0.009965534234914298
1718170321	 0.13073528009215368	 0.32074908044189215	 -10.359390265500545	 0.0012971750524841824	 0.009859396862501632	 0.015352048016897768
1718170321	 0.2938760701560415	 0.32846944556087254	 -10.340388627910613	 0.007293952458333635	 0.009786069426659282	 0.0024624443083402555
1718170321	 0.3170898638145998	 0.25956936620548365	 -10.356894357031583	 0.00956487725337139	 -0.025901536496866183	 -0.0064048483261809255
1718170321	 0.11638298441171645	 0.4005403735047206	 -10.359740978634356	 -0.002091045428308364	 0.014515708283990904	 0.004233516393236428
1718170321	 0.25827748149773105	 0.3025954379834235	 -10.361384654188155	 0.009018559924363357	 0.010519645471300016	 0.00019276497673660883
1718170321	 0.3429548843679949	 0.270544002146367	 -10.365503195422887	 0.005946982795323102	 -0.01056656912135045	 -0.014597557835321507
1718170321	 0.3010525559229776	 0.3638231195474043	 -10.348848997741937	 0.0014671262118861076	 -0.020473179876849445	 0.01263691055277805
1718170321	 0.2625760737407952	 0.25689424697840585	 -10.382869340765476	 -0.011037758259888427	 -0.007851239202230081	 -0.009998747806837328
1718170321	 0.2608726308237761	 0.12009926498848944	 -10.42312653235197	 -0.015315269346124854	 -0.005308580949990425	 -0.04971461790570302
1718170321	 0.3807952240711078	 0.16935632184417918	 -10.387255593025683	 0.015344737847764961	 -0.017382077927918894	 -0.13609149315517058
1718170321	 0.15624933178341016	 0.10379420040561817	 -10.413725082278251	 -0.04793745722077952	 0.04528591833214496	 -0.14334333073772676
1718170321	 0.06316694253087043	 0.2646158542064018	 -10.553997476321458	 0.029771338426157496	 0.07677289218026132	 -0.1998964553024273
1718170321	 -0.034266006613988424	 0.10393197404164821	 -10.629855558121204	 -0.007360623031748088	 0.24515895862292558	 -0.036234570317454605
1718170321	 0.30948768171519037	 0.13415898006367497	 -10.822898588365316	 -0.030152472148256063	 0.1559180949700516	 0.10322746112521228
1718170321	 0.6733598645687103	 0.3020223508032039	 -10.885905371898412	 -0.07404819542424444	 0.05080007243174888	 0.07920678838999837
1718170321	 0.7201386399436742	 0.7039035444576293	 -10.813255146229267	 -0.06887546273757787	 -0.029946443348424806	 0.035717858809330386
1718170321	 0.8943849075201898	 0.966604194426164	 -10.876754097193478	 0.10063116202325084	 -0.19376063201942562	 -0.0571399687556563
1718170322	 0.4961668029505759	 0.5248852036410943	 -10.891802028721571	 -0.000650940158587878	 -0.19470437308596564	 -0.08808109861003649
1718170322	 0.18125172589179128	 0.4238721857860684	 -11.007224059146642	 0.00028404225486511336	 -0.09806858519859253	 -0.09106056833621148
1718170322	 0.09024424321716651	 0.20680375323956832	 -10.945166539162397	 -0.06965739180076036	 -0.0026261772206637385	 -0.07036448603731162
1718170322	 0.10908667165739461	 0.08260412199385464	 -10.872271983343362	 -0.12484061959023775	 0.06412835312737641	 -0.01880634688186628
1718170322	 0.31014135985095054	 0.2602049606952816	 -10.798491292339563	 -0.11400355132443281	 0.03619694484467883	 -0.010270805316648436
1718170322	 0.5027032189819961	 0.6893620280817151	 -10.77751513980627	 0.014285474886861651	 -0.042359025231553014	 -0.042676440743976835
1718170322	 0.49857715202793473	 0.7209777941815555	 -10.714567977505922	 0.1296684146590902	 -0.07279963892618804	 -0.08076293999395891
1718170322	 0.21301477324152365	 0.4174496784579009	 -10.541531962502003	 0.06169592581742812	 -0.03756806917071692	 -0.029118957585845155
1718170322	 0.04929440232454799	 0.19248704032916575	 -10.482681129604577	 -0.024074260529773354	 0.053316326898196625	 -0.004903176051566609
1718170322	 -0.0003424886211318153	 0.2030950166484341	 -10.515910029989481	 -0.0808424686420114	 0.15536941720646802	 0.06905421494218184
