Local Time	System Time	Position X	Position Y	Position Z	Distance 1	Distance 2	Distance 3	Distance 4	Distance 5	Distance 6	Distance 7	Distance 8
2824193	2793340	4.446000099	4.068999767	-0.2199999988	5.915999889	5.864999771	5.768000126	5.915999889	5.998000145	6.15500021	6.099999905	6.25
2824213	2793360	4.448999882	4.077000141	-0.2199999988	5.918000221	5.842999935	5.757999897	5.927000046	6.106999874	6.138999939	6.050000191	6.300000191
2824233	2793380	4.448999882	4.076000214	-0.2199999988	5.913000107	5.868000031	5.778999805	5.940999985	6.043000221	6.15199995	6.019999981	6.28399992
2824253	2793400	4.455999851	4.084000111	-0.2199999988	5.915999889	5.830999851	5.727000237	5.906000137	6.092999935	6.143000126	6.077000141	6.296000004
2824273	2793420	4.458000183	4.076000214	-0.2199999988	5.849999905	5.875	5.712999821	5.90899992	6.025000095	6.126999855	6.09800005	6.28399992
2824293	2793440	4.454999924	4.081999779	-0.2199999988	5.888000011	5.809000015	5.730999947	5.90899992	6.05700016	6.133999825	6.09499979	6.258999825
2824313	2793460	4.456999779	4.073999882	-0.2199999988	5.861000061	5.881000042	5.730999947	5.915999889	6.065999985	6.126999855	6.09800005	6.300000191
2824333	2793480	4.451000214	4.072000027	-0.2199999988	5.879000187	5.842999935	5.768000126	5.918000221	6.092999935	6.123000145	5.987999916	6.290999889
2824353	2793500	4.456999779	4.071000099	-0.2199999988	5.890999794	5.900000095	5.737999916	5.93599987	6.043000221	6.175000191	6.079999924	6.287000179
2824373	2793520	4.449999809	4.059000015	-0.2199999988	5.837999821	5.84499979	5.774000168	5.888000011	5.994999886	6.168000221	6.079999924	6.287000179
2824393	2793540	4.459000111	4.047999859	-0.2199999988	5.847000122	5.903999805	5.737999916	5.876999855	6.092999935	6.150000095	6.065999985	6.270999908
2824413	2793560	4.453999996	4.052999973	-0.2199999988	5.872000217	5.849999905	5.763000011	5.910999775	6.039000034	6.160999775	6.053999901	6.270999908
2824433	2793580	4.447999954	4.058000088	-0.2199999988	5.855999947	5.881000042	5.751999855	5.959000111	6.113999844	6.130000114	6.079999924	6.28000021
2824453	2793600	4.446000099	4.059000015	-0.2199999988	5.876999855	5.852000237	5.769999981	5.915999889	6.059000015	6.164000034	6.106999874	6.263999939
2824473	2793620	4.441999912	4.053999901	-0.2199999988	5.806000233	5.886000156	5.737999916	5.940999985	6.065999985	6.126999855	6.09100008	6.30700016
2824493	2793640	4.440000057	4.051000118	-0.2199999988	5.852000237	5.872000217	5.771999836	5.925000191	6.045000076	6.157000065	6.079999924	6.277999878
2824513	2793660	4.447999954	4.059000015	-0.2199999988	5.864999771	5.876999855	5.715000153	5.927000046	6.077000141	6.18900013	6.084000111	6.329999924
2824533	2793680	4.447000027	4.052000046	-0.2199999988	5.862999916	5.864999771	5.78399992	5.894999981	6.047999859	6.140999794	6.079999924	6.315999985
