Time	Position X	Position Y	Position Z	Rotation[0]	Rotation[1]	Rotation[2]	Rotation[3]	Rotation[4]	Rotation[5]	Rotation[6]	Rotation[7]	Rotation[8]
4.9	0.01163067	-0.00502201	0.30954855	0.99999	0.00482	0.00124	-0.00482	0.99999	0.00168	-0.00123	-0.00169	1
5	0.010947	-0.00549593	0.30968207	0.99998	0.00554	0.00345	-0.00555	0.99998	0.00292	-0.00344	-0.00294	0.99999
5.1	0.01115324	-0.00615801	0.30955797	0.99998	0.00583	0.00104	-0.00583	0.99998	0.00227	-0.00103	-0.00228	1
5.2	0.01036371	-0.00665877	0.30954754	0.99998	0.00494	0.00295	-0.00495	0.99998	0.00271	-0.00293	-0.00272	0.99999
5.3	0.01035806	-0.00692828	0.309978	1	-0.002	-0.00202	0.00201	1	0.00173	0.00202	-0.00173	1
5.4	0.01138764	-0.00698387	0.31154908	0.99988	-0.00426	-0.01466	0.00432	0.99998	0.00366	0.01464	-0.00372	0.99989
5.5	0.0123662	-0.00648935	0.31345662	0.99978	-0.00246	-0.02099	0.00257	0.99998	0.00519	0.02097	-0.00524	0.99977
5.6	0.01252088	-0.00670897	0.31925521	0.9999	-0.00506	-0.01332	0.00524	0.99989	0.01371	0.01325	-0.01377	0.99982
5.7	0.01253584	-0.00737541	0.32961334	0.99997	-0.00784	-0.00075	0.00786	0.99978	0.01945	0.0006	-0.01945	0.99981
5.8	0.01435335	-0.00879002	0.34160932	0.99999	-0.00399	-0.00048	0.004	0.99975	0.02183	0.0004	-0.02183	0.99976
5.9	0.01770691	-0.00989237	0.35395899	0.99998	-0.00329	-0.0053	0.0034	0.99975	0.02198	0.00523	-0.022	0.99974
6	0.02255967	-0.00947852	0.36485836	0.99982	-0.00423	-0.01837	0.00456	0.99983	0.01763	0.0183	-0.01771	0.99968
6.1	0.02891504	-0.00756014	0.37560443	0.99933	-0.01054	-0.03506	0.01083	0.99991	0.00812	0.03497	-0.00849	0.99935
6.2	0.03644506	-0.0045612	0.38682973	0.9984	-0.01421	-0.05477	0.01376	0.99987	-0.00857	0.05489	0.0078	0.99846
6.3	0.04362564	-0.00030115	0.39870286	0.99759	-0.01262	-0.06827	0.01066	0.99952	-0.02892	0.0686	0.02812	0.99725
6.4	0.04939425	0.0040639	0.4120411	0.99743	-0.00972	-0.07104	0.0068	0.99913	-0.04123	0.07138	0.04064	0.99662
6.5	0.05299352	0.00713809	0.42867968	0.99774	-0.00456	-0.06708	0.0022	0.99938	-0.03511	0.06719	0.03488	0.99713
6.6	0.0534681	0.00720354	0.44619556	0.99865	0.00744	-0.05133	-0.00778	0.99995	-0.00657	0.05128	0.00696	0.99866
6.7	0.05162678	0.00464403	0.46398282	0.99932	0.00782	-0.03604	-0.00685	0.99961	0.02699	0.03623	-0.02673	0.99899
6.8	0.04914624	0.0000236	0.48304439	0.99957	0.00645	-0.02875	-0.00486	0.99847	0.05512	0.02906	-0.05496	0.99807
6.9	0.04671356	-0.00606744	0.50387004	0.99946	0.01404	-0.02972	-0.01174	0.99702	0.07622	0.0307	-0.07583	0.99665
7	0.04476575	-0.01126477	0.52755176	0.99907	0.0209	-0.03783	-0.01764	0.99627	0.0845	0.03945	-0.08375	0.99571
7.1	0.04255207	-0.01418264	0.5550716	0.99924	0.01418	-0.03618	-0.0112	0.99662	0.08135	0.03721	-0.08088	0.99603
7.2	0.0402944	-0.01532317	0.58570451	0.99913	-0.00093	-0.04178	0.00396	0.99736	0.07257	0.0416	-0.07267	0.99649
7.3	0.03964916	-0.01445223	0.61751688	0.99817	-0.00809	-0.05998	0.01167	0.99816	0.05946	0.05939	-0.06005	0.99643
7.4	0.04068015	-0.01175477	0.64768648	0.99597	-0.0158	-0.08825	0.01937	0.99902	0.03976	0.08754	-0.04131	0.9953
7.5	0.04136036	-0.00814203	0.67588033	0.99395	-0.02623	-0.10667	0.02982	0.99904	0.03219	0.10572	-0.03517	0.99377
7.6	0.04049949	-0.00271804	0.70447838	0.99301	-0.03212	-0.11354	0.03496	0.99912	0.02311	0.1127	-0.02692	0.99326
7.7	0.03760967	0.0043303	0.73460373	0.9929	-0.03837	-0.11259	0.03933	0.99921	0.0063	0.11226	-0.01069	0.99362
7.8	0.03339192	0.01264049	0.76499931	0.99214	-0.05751	-0.11115	0.0558	0.99827	-0.01841	0.11202	0.01206	0.99363
7.9	0.02813133	0.02324351	0.7946282	0.99092	-0.07808	-0.10942	0.07235	0.99584	-0.05534	0.11328	0.04692	0.99245
8	0.01924484	0.03410171	0.82392547	0.99209	-0.08931	-0.08816	0.08164	0.99285	-0.08704	0.0953	0.07915	0.9923
8.1	0.00750977	0.04406091	0.85541501	0.99367	-0.09639	-0.05767	0.08941	0.98953	-0.11332	0.06799	0.10744	0.99188
8.2	-0.00348501	0.05123418	0.89050858	0.9938	-0.10448	-0.03794	0.09956	0.98846	-0.11421	0.04944	0.10973	0.99273
8.3	-0.01351264	0.05414536	0.9278392	0.99468	-0.09909	-0.0282	0.0962	0.9913	-0.08977	0.03685	0.08658	0.99556
8.4	-0.02380967	0.05454653	0.9670463	0.99678	-0.0755	-0.02699	0.07356	0.99506	-0.06671	0.03189	0.06451	0.99741
8.5	-0.03606116	0.05306255	1.01168521	0.99841	-0.0544	-0.01461	0.05372	0.99762	-0.04328	0.01693	0.04242	0.99896
8.6	-0.05078028	0.04759642	1.06171295	0.999	-0.04264	0.01312	0.04282	0.99898	-0.01424	-0.0125	0.01478	0.99981
8.7	-0.06619369	0.03907434	1.11653081	0.99924	-0.02424	0.03054	0.02384	0.99962	0.01355	-0.03086	-0.01281	0.99944
8.8	-0.08030433	0.03137084	1.17682012	0.99974	-0.00175	0.02255	0.00111	0.99959	0.02857	-0.02259	-0.02854	0.99934
8.9	-0.09379718	0.02560666	1.23951168	0.99961	0.0043	0.02756	-0.00527	0.99937	0.0352	-0.02739	-0.03533	0.999
9	-0.10536557	0.02254985	1.29920145	0.99907	-0.00613	0.04272	0.00482	0.99952	0.03058	-0.04289	-0.03035	0.99862
9.1	-0.11245392	0.02093204	1.35387259	0.99944	-0.01813	0.02823	0.01749	0.99959	0.02284	-0.02863	-0.02234	0.99934
9.2	-0.11512234	0.01996647	1.40066687	0.99991	-0.0064	0.01211	0.00608	0.99965	0.02581	-0.01227	-0.02574	0.99959
9.3	-0.11217751	0.01999734	1.44003096	0.99939	0.02256	-0.02652	-0.02153	0.99902	0.03863	0.02737	-0.03804	0.9989
9.4	-0.10549016	0.02032623	1.474675	0.99708	0.04913	-0.05848	-0.04603	0.99752	0.05329	0.06095	-0.05044	0.99687
9.5	-0.10097054	0.02004057	1.50499396	0.99716	0.0534	-0.05313	-0.05059	0.99732	0.0529	0.05581	-0.05007	0.99719
9.6	-0.0996227	0.02084706	1.53634328	0.99842	0.03548	-0.04362	-0.03334	0.99825	0.04876	0.04527	-0.04723	0.99786
9.7	-0.09860171	0.02023016	1.57290738	0.99907	0.03191	-0.02906	-0.02998	0.99748	0.06433	0.03104	-0.0634	0.99751
9.8	-0.09624686	0.01570888	1.61217234	0.99911	0.03889	-0.01633	-0.03723	0.99507	0.0919	0.01982	-0.09121	0.99563
9.9	-0.0950916	0.01062606	1.65124814	0.99895	0.04589	0.00149	-0.04578	0.99285	0.11024	0.00358	-0.11019	0.9939
10	-0.0954307	0.00906583	1.68463562	0.99853	0.05358	0.00763	-0.05408	0.99349	0.10029	-0.00221	-0.10055	0.99493
10.1	-0.0947008	0.00823658	1.70772269	0.99882	0.04723	0.01124	-0.04799	0.99557	0.08091	-0.00737	-0.08136	0.99666
10.2	-0.08897178	0.0071801	1.72146071	0.99917	0.02775	0.02983	-0.02927	0.99823	0.05174	-0.02834	-0.05257	0.99822
10.3	-0.07394807	0.00344516	1.73226335	0.99936	0.0123	0.03373	-0.01347	0.99931	0.03471	-0.03328	-0.03514	0.99883
10.4	-0.05211837	-0.00216478	1.74570442	0.99931	0.00667	0.03656	-0.00779	0.9995	0.03052	-0.03634	-0.03078	0.99887
10.5	-0.02478133	-0.00832613	1.76170598	0.99947	0.0207	0.02498	-0.02179	0.9988	0.04392	-0.02404	-0.04445	0.99872
10.6	0.00396859	-0.01311781	1.77220131	0.999	0.0362	0.02624	-0.03763	0.99772	0.05601	-0.02416	-0.05694	0.99809
10.7	0.0357256	-0.01498001	1.77491806	0.99873	0.04034	0.03029	-0.04229	0.99688	0.06667	-0.0275	-0.06787	0.99732
10.8	0.07216501	-0.01434496	1.77571448	0.99889	0.03511	0.03129	-0.03727	0.99676	0.0713	-0.02868	-0.07239	0.99696
10.9	0.11228413	-0.01014391	1.77700978	0.99934	0.02623	0.02506	-0.02796	0.99706	0.07129	-0.02312	-0.07194	0.99714
11	0.15399822	-0.00407741	1.7803528	0.9994	0.01939	0.02861	-0.02132	0.9974	0.06889	-0.0272	-0.06946	0.99721
11.1	0.19713148	0.00079711	1.78671049	0.99981	0.01383	0.01337	-0.01477	0.99725	0.07266	-0.01233	-0.07284	0.99727
11.2	0.23926586	0.00308459	1.79142304	0.99993	0.01178	-0.00052	-0.0117	0.99669	0.08043	0.00147	-0.08042	0.99676
11.3	0.27980893	0.00297698	1.79264129	0.99985	0.01706	9.00E-05	-0.017	0.99592	0.0886	0.00143	-0.08859	0.99607
11.4	0.32211192	0.00174632	1.79151087	0.99982	0.01508	-0.01117	-0.01409	0.99636	0.08412	0.01239	-0.08395	0.99639
11.5	0.36726878	-0.00034729	1.78925137	0.99963	0.00248	-0.02694	-0.00054	0.99742	0.07183	0.02705	-0.07179	0.99705
11.6	0.41509197	-0.00264403	1.78890745	0.9992	-0.01086	-0.0384	0.01296	0.99841	0.0548	0.03774	-0.05526	0.99776
11.7	0.46558569	-0.00622443	1.79159252	0.99829	-0.0226	-0.05395	0.02464	0.999	0.03732	0.05305	-0.03858	0.99785
11.8	0.51680458	-0.01044784	1.79654006	0.99783	-0.03438	-0.05609	0.03577	0.99907	0.02394	0.05521	-0.02589	0.99814
11.9	0.56693681	-0.01286493	1.8004211	0.99727	-0.048	-0.05602	0.04851	0.99879	0.0077	0.05559	-0.01039	0.9984
12	0.61679889	-0.01309694	1.80237467	0.99597	-0.06043	-0.06624	0.05997	0.99816	-0.00893	0.06666	0.00492	0.99776
12.1	0.66697312	-0.01344891	1.80147394	0.99591	-0.05079	-0.07475	0.04983	0.99865	-0.01467	0.0754	0.01089	0.99709
12.2	0.71717786	-0.01483498	1.79783794	0.99703	-0.02966	-0.07114	0.02944	0.99956	-0.00423	0.07123	0.00213	0.99746
12.3	0.76817551	-0.01578203	1.79481624	0.99781	-0.00988	-0.06536	0.01065	0.99988	0.01142	0.06524	-0.01209	0.9978
12.4	0.81967382	-0.01404588	1.79546979	0.99784	-0.00476	-0.0655	0.00583	0.99985	0.01625	0.06541	-0.0166	0.99772
12.5	0.87028528	-0.01352099	1.79891397	0.99821	-0.01385	-0.05816	0.01473	0.99978	0.01475	0.05794	-0.01558	0.9982
12.6	0.92100707	-0.01555644	1.80260688	0.99856	-0.01946	-0.05002	0.02023	0.99968	0.0149	0.04971	-0.01589	0.99864
12.7	0.97255439	-0.01984934	1.80519269	0.99843	-0.01921	-0.05265	0.01994	0.99971	0.01347	0.05238	-0.0145	0.99852
12.8	1.02427909	-0.02723645	1.80401056	0.99805	-0.01323	-0.06099	0.01401	0.99982	0.01241	0.06081	-0.01324	0.99806
12.9	1.07469058	-0.03658131	1.8007601	0.99834	0.00049	-0.05759	0.00013	0.99994	0.01072	0.0576	-0.01071	0.99828
13	1.12273927	-0.04652006	1.79839229	0.9986	0.02326	-0.04752	-0.02321	0.99973	0.00157	0.04755	-0.00046	0.99887
13.1	1.16913319	-0.05671835	1.80061878	0.99777	0.05702	-0.03484	-0.05728	0.99834	-0.00664	0.0344	0.00862	0.99937
13.2	1.21397805	-0.0650039	1.80744368	0.99517	0.09457	-0.02639	-0.09507	0.9953	-0.01818	0.02455	0.02061	0.99949
13.3	1.25625149	-0.06864708	1.81339643	0.99046	0.13659	-0.01838	-0.13722	0.98977	-0.03898	0.01287	0.04113	0.99907
13.4	1.29568072	-0.06675988	1.81590063	0.98484	0.17337	-0.00535	-0.17339	0.98309	-0.05885	-0.00495	0.05888	0.99825
13.5	1.33451714	-0.06016977	1.81567595	0.97679	0.21407	0.00759	-0.21284	0.97394	-0.07833	-0.02416	0.07489	0.9969
13.6	1.3740485	-0.04992882	1.81301438	0.96667	0.25516	0.02102	-0.25243	0.9636	-0.088	-0.04271	0.07976	0.9959
13.7	1.41539666	-0.03756592	1.81019339	0.95514	0.29436	0.03258	-0.29057	0.95269	-0.08916	-0.05728	0.0757	0.99548
13.8	1.45659333	-0.02263789	1.80968665	0.94588	0.32187	0.04127	-0.3171	0.9438	-0.0932	-0.06895	0.07506	0.99479
13.9	1.49660917	-0.00688224	1.81116061	0.935	0.3521	0.04235	-0.34646	0.9324	-0.10297	-0.07575	0.08161	0.99378
14	1.53298518	0.01085554	1.81064355	0.91753	0.39462	0.04911	-0.38697	0.91446	-0.11835	-0.09161	0.08959	0.99176
14.1	1.56944547	0.02732895	1.8109842	0.89339	0.44645	0.05031	-0.43801	0.89043	-0.12363	-0.09999	0.08841	0.99105
14.2	1.6063541	0.04349327	1.81093185	0.85815	0.51193	0.0388	-0.50368	0.85414	-0.12944	-0.09941	0.09154	0.99083
14.3	1.6427812	0.0589854	1.80919382	0.80992	0.58518	0.03997	-0.57587	0.80627	-0.13527	-0.11139	0.08654	0.99
14.4	1.67754786	0.07538372	1.80666851	0.76212	0.64634	0.03759	-0.63504	0.75757	-0.15104	-0.1261	0.09124	0.98781
14.5	1.70872316	0.09338776	1.80412726	0.70686	0.7065	0.03477	-0.69193	0.70081	-0.17346	-0.14692	0.09855	0.98423
14.6	1.7346372	0.11323459	1.80276353	0.64882	0.76049	0.02618	-0.74241	0.6402	-0.19741	-0.16689	0.10865	0.97997
14.7	1.75559358	0.13388302	1.80208145	0.59063	0.80687	0.01108	-0.7872	0.57914	-0.21192	-1.77E-01	0.11644	0.97722
14.8	1.77178218	0.15406378	1.80071566	0.5337	0.84565	0.00616	-0.82594	0.52279	-0.21096	-0.18162	0.1075	0.97748
14.9	1.78390766	0.1763524	1.79937902	0.47803	0.87834	-0.0014	-0.86059	0.46805	-0.20081	-0.17572	0.0972	0.97963
15	1.79189098	0.20030617	1.79818788	0.41998	0.90749	-0.00833	-0.89221	0.4112	-0.18673	-0.16603	0.08586	0.98238
15.1	1.79834529	0.224851	1.79710354	0.36281	0.93174	-0.01541	-0.92018	0.3556	-0.16373	-0.14707	0.07358	0.98639
15.2	1.80260279	0.24990716	1.79770152	0.3069	0.95166	-0.01272	-0.94378	0.30258	-0.13314	-0.12285	0.05287	0.99102
15.3	1.8044569	0.27302393	1.79920529	0.25255	0.96758	-0.00109	-0.96188	0.25094	-0.10873	-0.10493	0.02851	0.99407
15.4	1.80659954	0.29292149	1.79882591	0.22062	0.97524	0.01533	-0.97064	0.22107	-0.09474	-0.09578	0.00602	0.99538
15.5	1.81055927	0.31233566	1.79558059	0.19492	0.9805	0.02493	-0.97681	0.19636	-0.08539	-0.08862	-0.00771	0.99604
15.6	1.81850447	0.33281393	1.78941342	0.16988	0.98521	0.02247	-0.98236	0.1711	-0.07547	-0.0782	-0.00925	0.9969
15.7	1.83020986	0.35417807	1.7782929	0.14195	0.98958	0.02425	-0.98783	0.14319	-0.06079	-0.06363	-0.01532	0.99786
15.8	1.84437395	0.3765194	1.76105404	0.11847	0.99263	0.02565	-0.99164	0.1196	-0.0484	-0.05111	-0.0197	0.9985
15.9	1.8601094	0.39958173	1.73652903	0.09889	0.99484	0.02268	-0.9941	0.09979	-0.04257	-0.04461	-0.01834	0.99884
16	1.87837009	0.42357712	1.70941516	0.07947	0.99677	0.01193	-0.99635	0.0798	-0.0303	-0.03116	-0.00948	0.99947
16.1	1.89687682	0.44812533	1.68192729	0.05972	0.9982	-0.00557	-0.99814	0.05965	-0.01229	-0.01194	0.00629	0.99991
16.2	1.91116888	0.47149512	1.6495234	0.03744	0.99928	-0.00629	-0.9993	0.03743	-0.00079	-0.00055	0.00632	0.99998
16.3	1.92068395	0.49373832	1.61437896	0.02416	0.99964	0.01153	-0.99969	0.02409	0.0061	0.00582	-0.01167	0.99991
16.4	1.92575292	0.51770728	1.57974134	0.01955	0.99956	0.02229	-0.99976	0.01932	0.01034	0.0099	-0.02248	0.9997
16.5	1.92660356	0.5445065	1.54782578	0.02068	0.99954	0.0223	-0.99974	0.02046	0.01017	0.00971	-0.0225	0.9997
16.6	1.92410722	0.5729293	1.51603278	0.02488	0.99929	0.02835	-0.99963	0.02454	0.01199	0.01129	-0.02864	0.99953
16.7	1.91742528	0.60278736	1.48334963	0.02842	0.99858	0.04497	-0.99951	0.0278	0.01438	0.01311	-0.04535	0.99888
16.8	1.9083551	0.6345054	1.45270961	0.02594	0.99775	0.06183	-0.99955	0.02497	0.0165	0.01491	-0.06223	0.99795
16.9	1.90081982	0.66688355	1.42210524	0.03341	0.997	0.06987	-0.99943	0.03292	0.00809	0.00576	-0.0701	0.99752
17	1.89944312	0.69929429	1.38903752	0.04094	0.99692	0.06685	-0.99915	0.04059	0.00658	0.00385	-0.06706	0.99774
17.1	1.90497204	0.73143103	1.35549214	0.03215	0.99767	0.06013	-0.99942	0.03143	0.01281	0.01089	-0.06051	0.99811
17.2	1.9142561	0.76138549	1.32058407	0.0225	0.99801	0.05895	-0.99965	0.02163	0.01543	0.01413	-0.05928	0.99814
17.3	1.92518493	0.79056781	1.28875544	0.01278	0.99843	0.0546	-0.99985	0.0121	0.01274	0.01206	-0.05476	0.99843
17.4	1.93715109	0.82150102	1.26941942	0.0002	0.99862	0.05244	-0.99991	-0.00049	0.01305	0.01306	-0.05244	0.99854
17.5	1.94878097	0.85738318	1.26380771	-0.00951	0.99925	0.03745	-0.99992	-0.00983	0.00848	0.00884	-0.03736	0.99926
17.6	1.95732508	0.89702901	1.25972488	-0.02022	0.99968	0.01552	-0.99979	-0.02028	0.00331	0.00362	-0.01544	0.99987
17.7	1.96103179	0.93564883	1.24501753	-0.03213	0.99948	-0.0021	-0.99948	-0.03213	-0.00112	-0.00119	0.00207	1
17.8	1.96070602	0.97295825	1.21758138	-0.02212	0.99974	-0.00516	-0.9997	-0.02217	-0.01032	-0.01043	0.00493	0.99993
17.9	1.95659715	1.01613679	1.18419042	-0.01146	0.9988	-0.04752	-0.99981	-0.0122	-0.01542	-0.01599	0.04733	0.99875
18	1.95074202	1.06177462	1.15381303	0.00049	0.99636	-0.0852	-0.99996	-0.00031	-0.00937	-0.00936	0.0852	0.99632
18.1	1.94379036	1.10575541	1.13088682	0.02256	0.9915	-0.12814	-0.99973	0.02174	-0.00779	-0.00493	0.12828	0.99173
18.2	1.93389476	1.14484867	1.12170935	0.03281	0.98879	-0.1457	-0.99946	0.03271	-0.00305	0.00175	0.14572	0.98932
18.3	1.92074905	1.18156734	1.12486636	0.02318	0.98865	-0.14847	-0.99969	0.02434	0.00596	0.0095	0.14828	0.9889
18.4	1.91208106	1.21868589	1.13756233	0.01386	0.9876	-0.15638	-0.99952	0.01802	0.02524	0.02775	0.15596	0.98737
18.5	1.90839416	1.25508333	1.14883458	0.01754	0.98771	-0.15528	-0.99937	0.02209	0.02762	0.03071	0.1547	0.98748
18.6	1.91152824	1.28976794	1.1580896	0.01021	0.988	-0.15409	-0.99938	0.01527	0.03168	0.03365	0.15367	0.98755
18.7	1.92016916	1.32004986	1.17538405	-0.00661	0.99024	-0.1392	-0.99944	-0.00197	0.03346	0.03286	0.13934	0.9897
18.8	1.93031959	1.34380561	1.21084007	-0.01632	0.99429	-0.10548	-0.99946	-0.01319	0.03022	0.02865	0.10592	0.99396
18.9	1.93799628	1.36459106	1.26013508	-0.02791	0.99748	-0.06524	-0.99928	-0.02616	0.02758	0.0258	0.06596	0.99749
19	1.94317616	1.38912403	1.31343654	-0.04387	0.99781	-0.04944	-0.99881	-0.04276	0.02332	0.02115	0.05041	0.9985
19.1	1.94368945	1.41180176	1.35826803	-0.04318	0.99878	-0.02397	-0.9989	-0.04272	0.01936	0.01831	0.02478	0.99953
19.2	1.93739781	1.43596122	1.39920407	-0.04639	0.99892	0.00331	-0.99888	-0.04642	0.00922	0.00936	-0.00287	0.99995
19.3	1.92720101	1.46703627	1.44580037	-0.05372	0.99856	0.00043	-0.99853	-0.05372	0.00732	0.00733	-4.00E-05	0.99997
19.4	1.91522081	1.49876626	1.497167	-0.0472	0.99883	0.01052	-0.99888	-0.04722	0.00162	0.00211	-0.01043	0.99994
19.5	1.90527445	1.52790925	1.55066312	-0.03506	0.99892	0.03062	-0.99938	-0.035	-0.00226	-0.00118	-0.03068	0.99953
19.6	1.90042554	1.55801845	1.60529559	-0.04161	0.99861	0.03228	-0.99913	-0.04166	0.00094	0.00228	-0.03222	0.99948
19.7	1.90078953	1.59135623	1.66039702	-0.04749	0.99871	0.01807	-0.99883	-0.04763	0.00774	0.00859	-0.01768	0.99981
19.8	1.90247483	1.6258006	1.70988204	-0.045	0.99894	0.00933	-0.99893	-0.0451	0.01027	0.01068	-0.00886	0.9999
19.9	1.90400165	1.658388	1.75287848	-0.04648	0.99877	0.01736	-0.99891	-0.04655	0.00398	0.00479	-0.01715	0.99984
