
Local Time	System Time	Position X	Position Y	Position Z	Distance 1	Distance 2	Distance 3	Distance 4	Distance 5	Distance 6	Distance 7	Distance 8
1840152	10110926	4.56799984	4.054999828	-3.309999943	5.960999966	5.947000027	5.670000076	5.827000141	6.092999935	6.282000065	5.994999886	6.133999825
1840172	10110946	4.565000057	4.06400013	-3.309999943	6.019999981	5.96999979	5.712999821	5.881000042	6.050000191	6.263999939	6.032000065	6.113999844
1840192	10110966	4.572999954	4.066999912	-3.309999943	5.93200016	5.949999809	5.590000153	5.81099987	6.09100008	6.258999825	5.97300005	6.131999969
1840212	10110986	4.56400013	4.06099987	-3.309999943	5.925000191	5.949999809	5.671999931	5.840000153	6.081999779	6.311999798	6.047999859	6.179999828
1840232	10111006	4.581999779	4.061999798	-3.309999943	5.947000027	6.008999825	5.576000214	5.820000172	6.113999844	6.256999969	6.013000011	6.171000004
1840252	10111026	4.579999924	4.058000088	-3.309999943	5.928999901	5.979000092	5.636000156	5.828999996	6.077000141	6.241000175	6.053999901	6.145999908
1840272	10111046	4.570000172	4.041999817	-3.309999943	5.949999809	5.953999996	5.739999771	5.788000107	6.032000065	6.258999825	6.018000126	6.131999969
1840292	10111066	4.565999985	4.044000149	-3.309999943	5.920000076	5.979000092	5.656000137	5.847000122	6.089000225	6.236999989	6.001999855	6.18200016
1840312	10111086	4.559000015	4.041999817	-3.309999943	5.915999889	5.984000206	5.678999901	5.862999916	6.059000015	6.256999969	6.03399992	6.131999969
1840332	10111106	4.563000202	4.056000233	-3.309999943	5.967999935	5.93200016	5.644999981	5.830999851	6.085999966	6.294000149	6.025000095	6.15500021
1840352	10111126	4.574999809	4.044000149	-3.309999943	5.962999821	6.035999775	5.677000046	5.815000057	6.074999809	6.258999825	6.022999763	6.147999763
1840372	10111146	4.573999882	4.046999931	-3.309999943	5.952000141	5.960999966	5.663000107	5.822000027	5.974999905	6.243000031	5.987999916	6.168000221
1840392	10111166	4.56400013	4.046000004	-3.309999943	5.940999985	5.947000027	5.702000141	5.830999851	6.059000015	6.221000195	6.03399992	6.147999763
1840412	10111186	4.572999954	4.056000233	-3.309999943	5.956999779	5.960999966	5.610000134	5.820000172	6.09800005	6.265999794	5.998000145	6.150000095
1840432	10111206	4.56799984	4.053999901	-3.309999943	5.928999901	5.93599987	5.657999992	5.809000015	6.077000141	6.258999825	6.015999794	6.15199995
1840452	10111226	4.559999943	4.054999828	-3.309999943	5.949999809	5.940999985	5.695000172	5.84499979	6.072999954	6.28000021	6	6.147999763
1840472	10111246	4.570000172	4.056000233	-3.309999943	5.945000172	5.979000092	5.622000217	5.820000172	6.072999954	6.297999859	6.011000156	6.147999763
1840492	10111266	4.56099987	4.052000046	-3.309999943	5.94299984	5.952000141	5.705999851	5.837999821	6.06799984	6.262000084	6.018000126	6.143000126
1840512	10111286	4.578000069	4.061999798	-3.309999943	5.977000237	5.960999966	5.597000122	5.802000046	6.047999859	6.270999908	6.02699995	6.138999939
1840532	10111306	4.577000141	4.063000202	-3.309999943	5.984000206	5.97300005	5.671999931	5.842999935	6.09800005	6.277999878	6.015999794	6.150000095
1840552	10111326	4.578999996	4.065000057	-3.309999943	5.998000145	5.984000206	5.670000076	5.84499979	6.120999813	6.255000114	6.05700016	6.136000156
1840572	10111346	4.576000214	4.054999828	-3.309999943	5.96999979	5.960999966	5.705999851	5.798999786	6.065999985	6.296000004	6.028999805	6.138999939
1840592	10111366	4.570000172	4.043000221	-3.309999943	5.906000137	5.977000237	5.673999786	5.815000057	6.074999809	6.252999783	5.998000145	6.131999969
1840612	10111386	4.566999912	4.051000118	-3.309999943	5.94299984	5.934000015	5.651000023	5.820000172	6.077000141	6.206999779	6	6.120999813
1840632	10111406	4.56400013	4.045000076	-3.309999943	5.93599987	5.984000206	5.688000202	5.840000153	6.085999966	6.245999813	6.013000011	6.175000191
1840652	10111426	4.543000221	4.02699995	-3.309999943	5.90899992	5.962999821	5.795000076	5.837999821	6.077000141	6.230000019	6.05700016	6.147999763
1840672	10111446	4.547999859	4.046999931	-3.309999943	5.96999979	5.93200016	5.660999775	5.852000237	6.092999935	6.265999794	5.984000206	6.157000065
1840692	10111466	4.565000057	4.054999828	-3.309999943	5.93599987	6.004000187	5.587999821	5.852000237	6.03399992	6.248000145	6.028999805	6.168000221
1840712	10111486	4.565000057	4.068999767	-3.309999943	5.96999979	5.94299984	5.636000156	5.862999916	6.052000046	6.270999908	6.015999794	6.172999859
1840732	10111506	4.565000057	4.056000233	-3.309999943	5.959000111	6.018000126	5.705999851	5.864999771	6.065999985	6.231999874	6.018000126	6.184000015
1840752	10111526	4.56799984	4.06099987	-3.309999943	5.960999966	5.979000092	5.644999981	5.855999947	6.079999924	6.268000126	5.96999979	6.140999794
1840772	10111546	4.565999985	4.059000015	-3.309999943	5.934000015	5.960999966	5.653999805	5.837999821	6.05700016	6.268000126	6.047999859	6.130000114
1840792	10111566	4.573999882	4.059000015	-3.309999943	5.96600008	6	5.642000198	5.837999821	6.077000141	6.268000126	6.052000046	6.150000095
1840812	10111586	4.572999954	4.052000046	-3.309999943	5.959000111	5.977000237	5.68599987	5.822000027	6.06099987	6.256999969	5.993000031	6.140999794
1840832	10111606	4.572000027	4.052999973	-3.309999943	5.959000111	5.960999966	5.671999931	5.824999809	6.079999924	6.221000195	6.032000065	6.175000191
1840852	10111626	4.559999943	4.040999889	-3.309999943	5.90199995	5.949999809	5.702000141	5.813000202	6.109000206	6.270999908	6.015999794	6.18200016
1840872	10111646	4.568999767	4.048999786	-3.309999943	5.938000202	5.96600008	5.612999916	5.81799984	6.070000172	6.304999828	6.011000156	6.168000221
1840892	10111666	4.579999924	4.050000191	-3.309999943	5.94299984	5.977000237	5.612999916	5.795000076	6.077000141	6.243000031	5.986000061	6.15899992
1840912	10111686	4.581999779	4.039999962	-3.309999943	5.94299984	5.998000145	5.670000076	5.795000076	6.059000015	6.255000114	5.994999886	6.177000046
1840932	10111706	4.589000225	4.052000046	-3.309999943	5.952000141	5.962999821	5.587999821	5.806000233	6.084000111	6.245999813	6.043000221	6.15199995
1840952	10111726	4.578000069	4.034999847	-3.309999943	5.927000046	5.998000145	5.722000122	5.809000015	6.079999924	6.248000145	6.001999855	6.15899992
1840972	10111746	4.570000172	4.032000065	-3.309999943	5.977000237	5.953999996	5.749000072	5.803999901	6.089000225	6.258999825	6.02699995	6.150000095
1840992	10111766	4.572000027	4.046000004	-3.309999943	5.94299984	5.949999809	5.619999886	5.827000141	6.089000225	6.309000015	6	6.140999794
1841012	10111786	4.572999954	4.040999889	-3.309999943	5.959000111	6.001999855	5.695000172	5.827000141	6.052000046	6.236999989	6.032000065	6.136000156
1841032	10111806	4.578999996	4.039000034	-3.309999943	5.949999809	5.967999935	5.656000137	5.77699995	6.06099987	6.238999844	5.993000031	6.109000206
1841052	10111826	4.578000069	4.02699995	-3.309999943	5.93599987	6.03399992	5.702000141	5.824999809	6.074999809	6.263999939	6.028999805	6.126999855
1841072	10111846	4.565999985	4.039000034	-3.309999943	5.962999821	5.940999985	5.702000141	5.849999905	6.065999985	6.236999989	6.02699995	6.125
1841092	10111866	4.56799984	4.03399992	-3.309999943	5.945000172	5.979000092	5.695000172	5.803999901	6.09100008	6.236999989	6.028999805	6.150000095
1841112	10111886	4.578000069	4.039999962	-3.309999943	5.952000141	6.004000187	5.629000187	5.822000027	6.047999859	6.256999969	5.981999874	6.140999794
1841132	10111906	4.566999912	4.035999775	-3.309999943	5.96600008	5.986000061	5.744999886	5.847000122	6.050000191	6.311999798	6.02699995	6.133999825
1841152	10111926	4.565000057	4.041999817	-3.309999943	5.921999931	5.960999966	5.649000168	5.835999966	6.070000172	6.287000179	6.040999889	6.116000175
1841172	10111946	4.577000141	4.051000118	-3.309999943	5.945000172	6.006999969	5.590000153	5.84499979	6.065999985	6.25	5.979000092	6.15199995
1841192	10111966	4.572999954	4.050000191	-3.309999943	5.959000111	5.984000206	5.683000088	5.84499979	6.059000015	6.28399992	6.013000011	6.143000126
1841212	10111986	4.579999924	4.06099987	-3.309999943	5.953999996	5.979000092	5.59499979	5.84499979	6.059000015	6.263999939	6.03399992	6.120999813
1841232	10112006	4.572000027	4.052999973	-3.309999943	5.949999809	5.960999966	5.702000141	5.820000172	6.113999844	6.28000021	6.050000191	6.125
1841252	10112026	4.565999985	4.06099987	-3.309999943	5.986000061	5.960999966	5.690000057	5.872000217	6.085999966	6.297999859	5.993000031	6.168000221
1841272	10112046	4.571000099	4.054999828	-3.309999943	5.947000027	5.97300005	5.656000137	5.806000233	6.059000015	6.255000114	6.085999966	6.15199995
1841292	10112066	4.566999912	4.052000046	-3.309999943	5.940999985	5.953999996	5.677000046	5.820000172	6.039000034	6.245999813	5.993000031	6.118000031
1841312	10112086	4.561999798	4.040999889	-3.309999943	5.915999889	5.974999905	5.695000172	5.820000172	6.043000221	6.255000114	6	6.164000034
1841332	10112106	4.559999943	4.048999786	-3.309999943	5.906000137	5.952000141	5.624000072	5.84499979	6.081999779	6.238999844	5.994999886	6.165999889
1841352	10112126	4.559999943	4.045000076	-3.309999943	5.915999889	5.977000237	5.663000107	5.835999966	6.079999924	6.221000195	6.008999825	6.171000004
1841372	10112146	4.56400013	4.044000149	-3.309999943	5.979000092	5.97300005	5.703999996	5.81799984	6.05700016	6.272999763	6.011000156	6.15899992
1841392	10112166	4.580999851	4.048999786	-3.309999943	5.947000027	6.004000187	5.592000008	5.813000202	6.032000065	6.248000145	6.011000156	6.126999855
1841412	10112186	4.586999893	4.035999775	-3.309999943	5.974999905	6.039000034	5.702000141	5.809000015	6.047999859	6.202000141	6.043000221	6.15899992
1841432	10112206	4.578999996	4.022999763	-3.309999943	5.956999779	6.001999855	5.747000217	5.796999931	6.06799984	6.241000175	6.035999775	6.140999794
1841452	10112226	4.576000214	4.039999962	-3.309999943	5.93200016	5.986000061	5.619999886	5.869999886	6.072999954	6.224999905	6.013000011	6.184000015
1841472	10112246	4.581999779	4.039000034	-3.309999943	5.96600008	6	5.663000107	5.809000015	6.079999924	6.245999813	6.008999825	6.175000191
1841492	10112266	4.574999809	4.038000107	-3.309999943	5.945000172	5.991000175	5.691999912	5.840000153	6.050000191	6.272999763	6.013000011	6.15899992
1841512	10112286	4.578999996	4.040999889	-3.309999943	5.938000202	5.97300005	5.636000156	5.802000046	6.019999981	6.243000031	6.015999794	6.15500021
1841532	10112306	4.572000027	4.043000221	-3.309999943	5.938000202	5.953999996	5.671999931	5.820000172	6.06400013	6.22300005	5.991000175	6.125
1841552	10112326	4.565999985	4.050000191	-3.309999943	5.956999779	5.93599987	5.678999901	5.828999996	6.09800005	6.270999908	6.070000172	6.133999825
1841572	10112346	4.59100008	4.05700016	-3.309999943	5.987999916	6.011000156	5.578999996	5.798999786	6.084000111	6.248000145	6.001999855	6.150000095
1841592	10112366	4.583000183	4.039999962	-3.309999943	5.952000141	5.984000206	5.729000092	5.789999962	6.084000111	6.256999969	5.991000175	6.123000145
1841612	10112386	4.600999832	4.047999859	-3.309999943	5.953999996	6.028999805	5.558000088	5.813000202	6.052000046	6.265999794	6.006999969	6.140999794
1841632	10112406	4.587999821	4.051000118	-3.309999943	5.96999979	5.962999821	5.68599987	5.834000111	6.085999966	6.270999908	6.006999969	6.140999794
1841652	10112426	4.580999851	4.051000118	-3.309999943	5.96999979	5.938000202	5.68599987	5.798999786	6.074999809	6.300000191	6.059000015	6.145999908
1841672	10112446	4.572000027	4.043000221	-3.309999943	5.90899992	5.974999905	5.677000046	5.824999809	6.099999905	6.243000031	6.03399992	6.126999855
1841692	10112466	4.572000027	4.046999931	-3.309999943	5.956999779	5.979000092	5.663000107	5.835999966	6.109000206	6.263999939	6.050000191	6.145999908
1841712	10112486	4.578000069	4.046999931	-3.309999943	5.96999979	5.994999886	5.663000107	5.824999809	6.09100008	6.263999939	6.019999981	6.126999855
1841732	10112506	4.571000099	4.050000191	-3.309999943	5.940999985	5.96600008	5.670000076	5.847000122	6.089000225	6.252999783	6.004000187	6.116000175
1841752	10112526	4.56400013	4.024000168	-3.309999943	5.986000061	6.011000156	5.824999809	5.798999786	6.105000019	6.289000034	6.018000126	6.145999908
1841772	10112546	4.566999912	4.039999962	-3.309999943	5.974999905	5.956999779	5.664999962	5.834000111	6.092999935	6.265999794	6.022999763	6.145999908
1841792	10112566	4.583000183	4.039999962	-3.309999943	5.913000107	6.039000034	5.578999996	5.824999809	6.099999905	6.248000145	6.050000191	6.160999775
1841812	10112586	4.573999882	4.045000076	-3.309999943	5.96999979	5.938000202	5.697000027	5.81799984	6.085999966	6.262000084	5.974999905	6.164000034
1841832	10112606	4.574999809	4.034999847	-3.309999943	5.934000015	6.015999794	5.68599987	5.81799984	6.084000111	6.300000191	6.059000015	6.18900013
1841852	10112626	4.585000038	4.035999775	-3.309999943	5.93200016	6.025000095	5.612999916	5.822000027	6.09800005	6.297999859	6.004000187	6.15199995
1841872	10112646	4.574999809	4.043000221	-3.309999943	5.94299984	5.974999905	5.671999931	5.855999947	6.072999954	6.252999783	6.028999805	6.126999855
1841892	10112666	4.581999779	4.041999817	-3.309999943	5.90899992	6.015999794	5.598999977	5.827000141	6.085999966	6.230000019	5.981999874	6.125
1841912	10112686	4.573999882	4.046000004	-3.309999943	5.940999985	5.945000172	5.670000076	5.820000172	6.116000175	6.245999813	6.053999901	6.143000126
1841932	10112706	4.580999851	4.032999992	-3.309999943	5.93599987	6.019999981	5.666999817	5.789999962	6.09100008	6.228000164	6.02699995	6.15199995
1841952	10112726	4.571000099	4.035999775	-3.309999943	5.945000172	5.96999979	5.702000141	5.842999935	6.09100008	6.221000195	6.047999859	6.168000221
1841972	10112746	4.587999821	4.038000107	-3.309999943	5.981999874	6.02699995	5.636000156	5.803999901	6.111000061	6.202000141	6.019999981	6.171000004
1841992	10112766	4.581999779	4.035999775	-3.309999943	5.991000175	5.967999935	5.729000092	5.798999786	6.111000061	6.258999825	6.02699995	6.165999889
1842012	10112786	4.561999798	4.032999992	-3.309999943	5.940999985	5.949999809	5.754000187	5.842999935	6.065999985	6.258999825	6	6.130000114
1842032	10112806	4.580999851	4.046000004	-3.309999943	5.977000237	5.991000175	5.598999977	5.806000233	6.105000019	6.318999767	5.959000111	6.147999763
1842052	10112826	4.571000099	4.044000149	-3.309999943	5.927000046	5.967999935	5.681000233	5.835999966	6.02699995	6.290999889	6.06400013	6.138999939
1842072	10112846	4.551000118	4.026000023	-3.309999943	5.918000221	5.979000092	5.793000221	5.842999935	6.03399992	6.289000034	6.015999794	6.164000034
1842092	10112866	4.566999912	4.032000065	-3.309999943	5.96600008	5.986000061	5.653999805	5.798999786	6.053999901	6.294000149	6.040999889	6.138999939
1842112	10112886	4.565999985	4.052000046	-3.309999943	5.981999874	5.928999901	5.656000137	5.84499979	6.039000034	6.255000114	6.02699995	6.126999855
1842132	10112906	4.578999996	4.045000076	-3.309999943	5.960999966	6.006999969	5.653999805	5.789999962	6.113999844	6.268000126	6.06099987	6.138999939
1842152	10112926	4.584000111	4.050000191	-3.309999943	5.977000237	5.96999979	5.646999836	5.809000015	6.085999966	6.304999828	5.984000206	6.125
1842172	10112946	4.571000099	4.046000004	-3.309999943	5.890999794	5.938000202	5.653999805	5.809000015	6.081999779	6.282000065	5.986000061	6.136000156
1842192	10112966	4.572000027	4.038000107	-3.309999943	5.910999775	5.994999886	5.653999805	5.813000202	6.070000172	6.245999813	6.015999794	6.133999825
1842212	10112986	4.583000183	4.058000088	-3.309999943	5.96999979	5.938000202	5.578999996	5.803999901	6.079999924	6.234000206	6	6.130000114
1842232	10113006	4.580999851	4.044000149	-3.309999943	5.921999931	5.993000031	5.664999962	5.798999786	6.126999855	6.268000126	6.032000065	6.165999889
1842252	10113026	4.586999893	4.052000046	-3.309999943	5.928999901	5.96600008	5.580999851	5.803999901	6.074999809	6.290999889	6.018000126	6.133999825
1842272	10113046	4.583000183	4.052000046	-3.309999943	5.945000172	5.959000111	5.651000023	5.81099987	6.06799984	6.199999809	6.02699995	6.157000065
1842292	10113066	4.572999954	4.051000118	-3.309999943	5.927000046	5.981999874	5.664999962	5.859000206	6.059000015	6.275000095	6.018000126	6.171000004
1842312	10113086	4.577000141	4.053999901	-3.309999943	5.991000175	5.96600008	5.673999786	5.81099987	6.065999985	6.294000149	5.96600008	6.123000145
1842332	10113106	4.568999767	4.054999828	-3.309999943	5.949999809	5.96600008	5.678999901	5.859000206	6.09100008	6.256999969	6.070000172	6.123000145
1842352	10113126	4.570000172	4.043000221	-3.309999943	5.915999889	6.013000011	5.664999962	5.828999996	6.089000225	6.231999874	6.004000187	6.147999763
1842372	10113146	4.568999767	4.046999931	-3.309999943	5.984000206	5.974999905	5.702000141	5.840000153	6.070000172	6.272999763	6.019999981	6.15899992
1842392	10113166	4.585000038	4.061999798	-3.309999943	6.011000156	5.993000031	5.612999916	5.840000153	6.065999985	6.263999939	6.047999859	6.15899992
1842412	10113186	4.586999893	4.05700016	-3.309999943	6.004000187	5.987999916	5.695000172	5.815000057	6.065999985	6.302999973	6.032000065	6.125
1842432	10113206	4.59800005	4.077000141	-3.309999943	6.015999794	6	5.578999996	5.869999886	6.065999985	6.252999783	6.035999775	6.164000034
1842452	10113226	4.59100008	4.06400013	-3.309999943	5.947000027	6.011000156	5.663000107	5.84499979	6.09800005	6.30700016	5.994999886	6.18200016
1842472	10113246	4.584000111	4.059000015	-3.309999943	5.956999779	5.953999996	5.670000076	5.81099987	6.065999985	6.268000126	6.025000095	6.133999825
1842492	10113266	4.59800005	4.066999912	-3.309999943	6.001999855	6.019999981	5.598999977	5.842999935	6.05700016	6.277999878	6.008999825	6.184000015
1842512	10113286	4.584000111	4.047999859	-3.309999943	5.947000027	5.977000237	5.729000092	5.803999901	6.085999966	6.296000004	6.06099987	6.160999775
1842532	10113306	4.573999882	4.045000076	-3.309999943	5.977000237	5.993000031	5.729000092	5.859000206	6.070000172	6.248000145	6.008999825	6.150000095
1842552	10113326	4.578999996	4.026000023	-3.309999943	5.959000111	6.025000095	5.729000092	5.77699995	6.065999985	6.275000095	6.045000076	6.125
1842572	10113346	4.577000141	4.025000095	-3.309999943	5.981999874	5.986000061	5.729000092	5.806000233	6.079999924	6.255000114	6.019999981	6.15500021
1842592	10113366	4.583000183	4.008999825	-3.309999943	5.962999821	6.06400013	5.736000061	5.795000076	6.059000015	6.217999935	5.959000111	6.120999813
1842612	10113386	4.589000225	4.013999939	-3.309999943	5.94299984	6.025000095	5.653999805	5.803999901	6.06799984	6.287000179	6.032000065	6.136000156
1842632	10113406	4.580999851	4.013999939	-3.309999943	5.956999779	6.001999855	5.727000237	5.815000057	6.113999844	6.277999878	5.987999916	6.123000145
1842652	10113426	4.59499979	4.018000126	-3.309999943	5.960999966	6.059000015	5.636000156	5.815000057	6.109000206	6.282000065	6.039000034	6.106999874
1842672	10113446	4.593999863	4.019000053	-3.309999943	6.03399992	6.025000095	5.761000156	5.813000202	6.085999966	6.270999908	6.004000187	6.143000126
1842692	10113466	4.592999935	4.002999783	-3.309999943	5.974999905	6.040999889	5.763000011	5.764999866	6.085999966	6.294000149	6.03399992	6.136000156
1842712	10113486	4.599999905	4.025000095	-3.309999943	5.974999905	6.028999805	5.607999802	5.847000122	6.06799984	6.25	5.984000206	6.157000065
1842732	10113506	4.610000134	4.019999981	-3.309999943	5.993000031	6.06099987	5.673999786	5.781000137	6.059000015	6.252999783	5.991000175	6.130000114
1842752	10113526	4.611000061	4.013999939	-3.309999943	5.962999821	6.065999985	5.681000233	5.798999786	6.043000221	6.263999939	6.050000191	6.164000034
1842772	10113546	4.616000175	4.028999805	-3.309999943	6.018000126	6.019999981	5.644999981	5.806000233	6.070000172	6.297999859	6.028999805	6.111000061
1842792	10113566	4.605999947	4.013999939	-3.309999943	5.93200016	6.085999966	5.705999851	5.834000111	6.047999859	6.263999939	6.032000065	6.136000156
1842812	10113586	4.597000122	4.019000053	-3.309999943	5.945000172	6.011000156	5.673999786	5.827000141	6.045000076	6.248000145	6.028999805	6.106999874
1842832	10113606	4.600999832	4.018000126	-3.309999943	5.952000141	6.043000221	5.656000137	5.798999786	6.081999779	6.28000021	6.065999985	6.150000095
1842852	10113626	4.604000092	4.008999825	-3.309999943	5.910999775	6.092999935	5.644999981	5.822000027	6.065999985	6.263999939	5.993000031	6.147999763
1842872	10113646	4.607999802	4.010000229	-3.309999943	5.949999809	6.074999809	5.649000168	5.81799984	6.079999924	6.282000065	5.994999886	6.136000156
1842892	10113666	4.618999958	4.015999794	-3.309999943	5.94299984	6.059000015	5.585000038	5.785999775	6.065999985	6.282000065	6.052000046	6.116000175
